Book,Chapter,Verse,Scripture
40,1,16,"Jakóh tꞌaah, Joséh kä. Marija häd näng do patug ti Joséh. Marija tꞌaah kä, Jesus, ramaneëënh do Kristo, Pꞌop Hagä Do Hꞌyyb Däng Doo. 14 Jesus wahë makũ sa häd ketsén do Abaraãm du doo bä naa, Dawi bä kä tagadäk. 14 sa häd ketsén do Dawi häd bä naa, Judah buuj Babirõn häj nꞌaa hẽnh ramahũũm bä kä. 14 kä mꞌ Jesus KristoJi hꞌyyb tym dëëb, pꞌooj ub Judah buuj hã Pꞌop Hagä Do ky nꞌaa enooh do ramaneëënhMesijas. Gereg kyy me ramaneëënhKristo.“Pꞌop Hagä Do hꞌyyb däng doo”, tahanäng pé mꞌ ti. wahë makũ sa häd ketsén do Babirõn häj nꞌaa hẽnh rabeboo nä do jawén paa bä naa, Kristo benäng bä kä."
40,1,18,"Jesus benäng do panyyg nꞌaa hahỹỹhHahỹỹ da Jesus Kristo benäng do ky nꞌaa. Jesus ỹỹn panꞌaa Marija häd näng doo. Joséh gatëë do panꞌaa mꞌ ti Marija. Ti mꞌ Marija beta däk, dooh Joséh awäd bä ta wë. Marija wén eta däk, Pꞌop Hagä Do Sahee hejój hyb nꞌaa."
40,1,19,"Baad ub, Pꞌop Hagä Do karẽn doo da Joséh, ta patug panꞌaa bawät. Ti hyb nꞌaa mꞌ dooh takarẽn bä Marija taky nꞌaa tapa bä hajõk do sa matym gó. Dooh takarẽn bä Marija tanu meby bä ta wób sa hã.Ajꞌyy see sii Marija beta däk Joséh edꞌoo. Ti hadoo né hẽ, dooh takarẽn bä taherꞌood bä ta wób sa hã Marija eta däk doo, Marija tanu manebꞌyyh hyb nꞌaa. Ti hyb nꞌaa tahyb nꞌaa newë däk, ta hꞌyyb gó, Marija tamejõ hõm taganatꞌëë wät hyb nꞌaa. Dooh mꞌ takarẽn bä ta wób tamaherꞌood bä."
40,1,20,"Ti mꞌ, ta ti tahyb nꞌaa newë däk do jawén paa bä Takꞌëp Hyb Nꞌaa Jawyk Do ããs kasꞌee wät ta hã ta sꞌëë gó. Ti mꞌ ta sꞌëë gó ããs ky hadoo ta hã. Hahỹỹ da ta kyyh:—Joséh, Dawi panaa, —näng mäh —mahyb nꞌaa pꞌeed manäh. Magatꞌëë né hẽ Marija. Ajãn ta wog gó hasuun doo, Pꞌop Hagä Do Sahee hejój hanaa."
40,1,21,"Ajꞌyy da ta tꞌaah. Mahäd nꞌoo da Jesus,Jawéh ji tedꞌëëp, tahanäng pé ti Jesus. Pꞌop Hagä Do karapee tabedꞌëëp hyb nꞌaa da nesaa do ramoo bok do mahä̃nh —näng mä ããs kyyh Joséh hã."
40,1,22,"Sahõnh hẽ tii dꞌ tawén hadoo, Takꞌëp Hyb Nꞌaa Jawyk Do kyyh ta ky nꞌaa rod Isajas häd näng do erii wät do paa kaja däk hyb nꞌaa. Hahỹỹ da taky däng do paah: “Etaah da maruus ajꞌyy manepäh nä doo. Enyy däk da ajꞌyy ta tꞌaah. Ramaneëënh da ta häd Imanuéw”, näng mäh. “Ër mahang Pꞌop Hagä Do bawät”, tahanäng pé ti Imanuéw."
40,1,24,"Ti mꞌ Joséh ty gawëëj däk bä, ããs mejũũ doo da né hẽ taky daheeh. Marija tagatꞌëë däg kän."
40,1,25,"Tagatꞌëë däk né hẽ, dooh ta wë tawäd bä Marija tꞌaah nenäng nä bä. Ti mꞌ Marija tꞌaah benäng do jawén paa bä Joséh häd nꞌoo däk mä Jesus."
40,2,1,"Sagõõh ky nꞌaa ma kamahetꞌëëk do Jesus henäng do resoos do panyyg nꞌaa hahỹỹhTi mꞌ panang Berẽnh häd näng doo bä, Judah häj nꞌaa bä Jesus benäng sa wahë nꞌaa Eróts häd näng do bagꞌããs noo gó. Tabenäng do jawén paa bä ajyy takꞌëp ma kametꞌëëk doo, sagõõh ky nꞌaa ma kamahetꞌëëk do kajꞌaa Jerusarẽnh bä. Sa häj nꞌaa papỹỹj hana hẽnh rahana."
40,2,2,Ti mꞌ rakajaa bä kä rabeaanh:—Nyy bä tabadäg däk Judah buuj sa wahë nꞌaa nagꞌaap hẽ henäng doo? —näk mäh. —Ãã hapäh sagõõh tabenyy däk do heen nꞌaa. Papỹỹj nu ganyy hẽnh tahana. Ãã wén na bë wahë nꞌaa nagꞌaap hẽ henäng do ãã wehꞌëëh hyb nꞌaa —näk mä sagõõh ky nꞌaa ma kamahetꞌëëk do sa kyyh.
40,2,3,"Ti mꞌ takꞌëp mä Judah buuj sa wahë nꞌaa Eróts häd näng do hyb nꞌaa tón mä taky nꞌaa napäh bä sagõõh ky nꞌaa ma kamahetꞌëëk do raherꞌoot doo. Sahõnh hẽ Jerusarẽnh panang buuj na-ããj hẽ mꞌ rahyb nꞌaa tón mäh.Eróts wén hyb nꞌaa tón, dooh takarẽn bä ta see bagꞌããs doo. Ta mab hẽ takarẽn tabagꞌããs. Panang buuj rawén hyb nꞌaa tón na-ããj hẽ Eróts hã rahꞌyy genäh do hyb nꞌaa. Rahapäh ti takꞌëp da nesaa do tamoo wät da karapee henäng do hã, taky nꞌaa napäh do hyb nꞌaa."
40,2,4,"Ti mꞌ Eróts mejũũ ranaëënh hyb nꞌaa ta wë sahõnh hẽ Judah buuj sa rod nꞌaa Pꞌop Hagä Do wë wahë nꞌaa, Mosees ky nꞌaa jawꞌyyk do ma mehetëk do na-ããj hẽ. Ti mꞌ tabeaanh mä sa hã nyy bä Pꞌop Hagä Do kyy kerih do ky däng Kristo, Pꞌop Hagä Do Hꞌyyb Däng Do benäng doo."
40,2,5,"Ti mꞌ raky hadoo:—Berẽnh panang bä, Judah häj nꞌaa bä tabenäng da —näk mäh. —Hahỹỹ da Pꞌop Hagä Do ky nꞌaa rod see erii wät paa ta ti ky nꞌaa —näk mäh:"
40,2,6,"—Tii dꞌ né hẽ Pꞌop Hagä Do kyyh, ta ky nꞌaa rod see erih do paah —näk mä Mosees ky nꞌaa jawꞌyyk do ma mehetëk do sa kyyh Eróts hã."
40,2,7,Ti mꞌ Eróts mejũũ rabatsꞌyyt ta wë kejën doo gó sagõõh ky nꞌaa ma kamahetꞌëëk doo. Ti mꞌ tabeaanh mä sa hã ny noo gó ti sagõõh ganyyh. Ti mꞌ rabaherꞌoot ta hã.
40,2,8,"Ti mꞌ Eróts mejũũ mä Berẽnh hẽnh rabahõm hyb nꞌaa. Ti mꞌ ky kenꞌyym doo gó mꞌ taky hadoo sa hã:—Bë ahõm, baad bë esóts karapee —näng mäh. —Karapee bë awyyd bä, nayyw hẽ ỹ karẽn ỹ bë maherꞌood, karapee ỹ wehꞌëëh hyb nꞌaa bë nemuun —näng mä Eróts kyyh."
40,2,9,"Ti mꞌ sa hã Eróts maherꞌoot do jawén paa bä, ratsyym kasog kän mäh. Pꞌaa hẽnh mä sagõõh rabahapäh ẽnh ramahõm me. Sa pooj jé mꞌ sagõõh bahõm. Ti mꞌ sagõõh bayyw kä kän tób karapee tꞌaah yt sooh do pong jó. Takꞌëp mä ratsebee bong sagõõh rabahapäh bä kä."
40,2,11,"Ti mꞌ tób gó rabajëë pꞌëë bä kä rabawyyd kän mä karapee Marija moo gó kä. Ti mꞌ rabehyy bꞌëëh tũũ sa taron nu paa me karapee tꞌaah wë. Ti mꞌ rawehëë kän ta hã. Ti mꞌ rabanꞌoo däk ta hã ta matym nꞌaa takꞌëp hanäm doo, ky nꞌaa gebah doo. Kꞌããts tëg gabarëëh do sꞌëëb, bꞌaa täg buu benyym do sꞌëëb in-sijẽẽn häd näng doo, bꞌaa täg buu benyym do sꞌëëb miir häd näng do rabanꞌoo kän ta matym nꞌaa."
40,2,12,"Ti mꞌ sa sꞌëë gó kä Pꞌop Hagä Do maherꞌoot ranabaaj hõm hyb nꞌaa Eróts magä doo me, Eróts ramanaherꞌoot hyb nꞌaa. Ti mꞌ ta tyw nꞌaa see me mꞌ rababaaj hõm kän sa häj nꞌaa hẽnh."
40,2,13,"Esit häj nꞌaa hẽnh Joséh rakejën hõm do panyyg nꞌaa hahỹỹhTi mꞌ sagõõh ma kamahetꞌëëk do ratsyym kasok do jawén paa bä, Takꞌëp Hyb Nꞌaa Jawyk Do ããs kasee mä Joséh hã ta sꞌëë gó. Ti mꞌ ta sꞌëë gó taky hadoo ta hã:—Asꞌëëg gꞌëëd! —näng mäh. —Mamahũũm wäd karapee tꞌaah ta ỹỹn daheeh Esit häj nꞌaa hẽnh, tꞌĩĩ hẽnh bë kejën hõm hyb nꞌaa. Eróts mejũũ da resoos karapee tꞌaah tadajꞌëëp hyb nꞌaa. Ti hyb nꞌaa da Esit bä bë ayyw dó, õm ỹ maherꞌoot bä kä da mabana —näng mä ããs kyyh Joséh hã."
40,2,14,"Ti mꞌ nayyw hẽ Joséh ty gawëëj däk. Ti mꞌ atsëm né hẽ Joséh bado däk karapee tꞌaah, ti mꞌ karapee ỹỹn daheeh ratsyym kasog kän Esit hẽnh hahꞌũũm doo."
40,2,15,"Ti mꞌ Esit häj nꞌaa bä rabajeej kän Eróts bedëp nä bä. Tii dꞌ tawén hadoo Pꞌop Hagä Do kyyh ta ky nꞌaa rod see herꞌoot do paa kaja däk hyb nꞌaa. Hahỹỹ dꞌ mä Pꞌop Hagä Do kyyh ta ky nꞌaa rod erih do paah: “Ỹ naëëj wät tah ỹỹ, Esit bä naa tabanyyh hyb nꞌaa”, näng kerih do hã."
40,2,21,"Ti mꞌ Joséh basꞌëëg gëët mäh, tado däk karapee tꞌaah, ti mꞌ karapee ỹỹn daheeh ratsyym kasog kän Isaraéw häj nꞌaa hẽnh hahꞌũũm doo."
40,2,22,"Ti mꞌ Joséh ky nꞌaa napäh bä Akeraw häd näng do bagꞌããs mä Judah häj nꞌaaJudah häj nꞌaa, Isaraéw häj nꞌaa bód né hẽ. bä ta yb jawén buuj, eỹỹm mä tꞌĩĩ hẽnh tahõm bä kä. Ti mꞌ ta sꞌëë see gó Pꞌop Hagä Do ããs maherꞌoot mä tꞌĩĩ hẽnh tanahõm hyb nꞌaa. Ti hyb nꞌaa kä mꞌ Isaraéw häj nꞌaa bód Garirej häd näng doo hẽnh mä tabahõm kän."
40,2,23,"Ta tii bä, panang Nasaréh häd näng do bä rabajeej kän. Tii bꞌ mä kaja kän hahỹ Pꞌop Hagä Do ky nꞌaa rod raherꞌoot do paa Pꞌop Hagä Do ky däng do ky nꞌaa hã: “Ramaneëënh da Nasaréh buuj”, näk paa sa kyyh."
40,3,1,"Jowãw nu gahemꞌuun do panyyg nꞌaa hahỹỹhTi mꞌ ta see pé noo gó, nu gemuun do paah, Jowãw häd näng do bahõm kän Judah häj nꞌaa bä tabanawäng hẽnh. Tꞌĩĩ hẽnh mä tamaherꞌoot maa newꞌëë do sa hã Pꞌop Hagä Do kyyh."
40,3,2,Hahỹỹ dꞌ mä ta kyyh: näng mä takerii däk do hã.
40,3,4,"Jowãw saroor mä kameer wii sꞌëëb, ta panꞌaa. Ta baa wyd paa mꞌ, ta byyh. Sabakar paa mꞌ tawëh ta tä, mabaa bëëh paa mꞌ ta waa."
40,3,5,"Ti mꞌ hajõk Jerusarẽnh babuj nꞌaa, Judah häj nꞌaa buuj, tamii Joradãn nabyy me habong do na-ããj né hẽ mꞌ rabahõm Jowãw wë."
40,3,6,"Nesaa do rakawoom bä, Jowãw nu gemuun hõm tamii Joradãn häd näng doo me."
40,3,7,"Ti mꞌ hajõk Pariséw ramaneëënh doo, hajõk Saduséw ramaneëënh do na-ããj hẽ ta wë, tanu gemuun doo bä rabana Jowãw bahapäh bä, taky hadoo mä sa hã:—Awꞌyy pꞌyym näng do taah hadoo bëëh! —näng mäh. —Nyy da bë edꞌoo bë kejën nesaa do bë hã Pꞌop Hagä Do banoo do mahä̃nh? Jꞌooj madäk doo me bë edꞌoo bë nu kemuun nesaa do mahä̃nh?"
40,3,8,Tawꞌããts hẽ pooj jé bë metäh te hub tado bä nesaa do bë eréd hõm bä. Bë metäh hanäm do bë moo bok do hã.
40,3,9,"Bë daab yb manä Abaraãm panaa bë hanäk do hã. Bë edoo manäh: “Ãã Pꞌop Hagä Do gadoo Abaraãm panaa ãã bahadoo do hyb nꞌaa.” Pꞌop Hagä Do karẽn bä tahajaa hahỹ pä tawareem bä, Abaraãm panaa rado padäg bä —näng mäh."
40,3,10,"—Edaa däk hꞌyy kawanereem do Pꞌop Hagä Do ky nꞌaa etyy doo. Ajꞌyy myym joom kóm pa tadahëë däk do tabagëëm hyb nꞌaa hadoo tii. Sahõnh hẽ joom tëëg neaak do tagëëw jat da, ti tabaju hõm da —näng mä Jowãw kyyh."
40,3,11,"Ti mꞌ Jowãw ky hadoo ẽnh:—Ỹ ti hỹỹh, bë ỹ nu gemuun naëng me, baad hadoo do wë bë hꞌyy kawareem do metëë nꞌaa. Ti awät da jawén ỹỹ takꞌëp hyb nꞌaa jawyk do bahä̃nh ỹỹ. Hã ỹỹ, ỹ hyb nꞌaa sakog its ta hã. Ti hyb nꞌaa dooh ỹ haja bä ta tsyym suun ỹ patsä bä —näng mäh. —Tii kä Pꞌop Hagä Do Sahee tabajëë suun bë hꞌyyb tym gó, bë tahꞌyyb mahũũm hyb nꞌaa. Tëëg hõõ hadoo doo me bë dꞌ tametyy baad tabanäw däk hyb nꞌaa bë hꞌyyb tym —näng mäh."
40,3,12,"Tsyt hẽ tabetyn hõm da Pꞌop Hagä Do karẽn do moo hebꞌook doo, tsyt hẽ ta wób. Pꞌop Hagä Do karẽn do moo bꞌook doo, banäm doo hẽnh tabetyn hõm, tabanesaa hẽnh ta wób, ajꞌyy ta nahëë me tetyn hõm do hadoo tiriig ta bóg mahä̃nh. Ta joom ag tiriig tabataa ta tób nꞌaa yt hã. Ta bóg taju toonh tëëg hõõ me, nadëëk doo me —näng mä Jowãw kyyh Kristo ky nꞌaa hã."
40,3,13,"Jesus Jowãw nu gemuun do panyyg nꞌaa hahỹỹhTi mꞌ ti noo gó Garirej häj nꞌaa bä naa Jesus bawëënh tamii Joradãn häd näng doo hẽnh, Jowãw nu gemuun hyb nꞌaa."
40,3,14,"Ti mꞌ Jowãw geä̃m paawä, ti mꞌ taky hadoo:—Hëd nꞌaa wë ỹ mabana õm ỹ nu gemuun hyb nꞌaa? Ỹ paawä ti manu gemuun —näng mä Jowãw kyyh."
40,3,15,"Ti mꞌ Jesus ky hadoo ta hã:—Tawꞌããts hẽ ta tii da dó. Ỹ manu gemuun né hẽ. Tawꞌããts hẽ ër badꞌoo sahõnh hẽ ër hã Pꞌop Hagä Do karẽn doo —näng mäh.Ti mꞌ tii dꞌ taky hadoo do hyb nꞌaa mꞌ, Jowãw nu gemuun kän Jesus."
40,3,16,"Jesus nu kemuun wät do jawén paa bä, nayyw hẽ tabanyyh tame naa. Tabanä sii hẽ mꞌ wë kabasëëts hõm. Ti mꞌ tahapäh mä Pꞌop Hagä Do Sahee ahyng mä ta wë. Gurii-i bahyng doo da Pꞌop Hagä Do Sahee bahyng. Ta hã mꞌ tabadäng. Ti mꞌ hỹ pong jé naa tamaa ena kän Pꞌop Hagä Do kyyh. Hahỹỹ da mꞌ ta kyyh:—Hahỹ tah ỹỹ, takꞌëp ỹ kamahä̃n up doo. Baad ỹ hꞌyy gadajang tanꞌoo bä —näng mäh."
40,4,1,"Jesus DijabGereg kyy me ramaneëënh Nesaa Do Yb, metyy do panyyg nꞌaa hahỹỹhTi mꞌ Pꞌop Hagä Do Sahee mahũũm kän Jesus tabanawäng hẽnh, rabanabok hẽnh, Dijab metyy hyb nꞌaa Jesus."
40,4,4,Ti mꞌ Jesus ky hadoo: —näng mä Jesus.
40,4,5,"Ti mꞌ Jesus Dijab mahũũm kän Jerusarẽnh hẽnh, panang tsyt hẽ Pꞌop Hagä Do wë kasëëw däk doo hẽnh. Ti mꞌ tabatsyyd hõm Pꞌop Hagä Do tób nꞌaa jó pꞌop nu däk doo hẽnh tabasëëk hyb nꞌaa. Ti mꞌ taky hadoo:"
40,4,6,"—Pꞌop Hagä Do Tꞌaah mado bä, —näng mäh —keréd hyy tũũ. Hahỹỹ da Pꞌop Hagä Do kyy kerih doo —näng mä Dijab kyyh: “Pꞌop Hagä Do mejũũ da ta ããs, baad õm rabahagꞌããs hyb nꞌaa. Õm da ragadoo pꞌop pä hã a tsyym taganadas hyb nꞌaa”, näng Pꞌop Hagä Do kyyh —näng mä Dijab."
40,4,7,Ti mꞌ Jesus ky gadoo: —näng mä Jesus.
40,4,8,"Ti mꞌ Jesus Dijab masäk waëë pꞌop nu däk do jó. Tii bꞌ naa mꞌ tametëëh ta hã sahõnh hẽ badäk hahỹỹ hã hanäng do häj nꞌaa rabagꞌããs doo, sahõnh hẽ hanäm doo, hetsooh do badäk hahỹỹ hã hanäng do na-ããj hẽ. Ti mꞌ taky hadoo ta hã:—Sahõnh hẽ ta ti ỹ anoo da a hã, wë ỹỹ, tũũ a taron nuu me ỹ mawehëë bä —näng mä Dijab kyyh."
40,4,10,Ti mꞌ Jesus ky hadoo: näng kerih doo —näng mä Jesus.
40,4,11,"Ti mꞌ Dijab bahõm kän Jesus mahä̃nh. Ti mꞌ ããs rabana, rahagꞌããs mä Jesus, ranoo mä ta hã ta waa kä."
40,4,12,"Jesus du doo tama metëëk do panyyg nꞌaa hahỹỹhTi mꞌ Jowãw nu gahemꞌuun do radawäts gëët do Jesus ky nꞌaa napäh bä mꞌ, tababaaj hõm kän mä Garirej häj nꞌaa hẽnh."
40,4,13,"Ti mꞌ panang Nasaréh bä tabaym dó jawén paa bä mꞌ, takahỹỹd gä panang Kapar-Naũm häd näng doo hẽnh. Karajꞌaa Garirej häd näng do nabyy me Kapar-Naũm badäk, Seburũn, Napatawi sa häj nꞌaa bä.Garirej häj nꞌaa bód ta ti Seburũn Napatawi sa häj nꞌaa."
40,4,14,"Tii da tawén dꞌoo, Pꞌop Hagä Do ky nꞌaa rod Isajas häd näng do herꞌoot do paa takaja däk hyb nꞌaa. Hahỹỹ dꞌ paa mꞌ Isajas kyyh: Dajëb bawät bä habok do sa hã ganä wät ta bag”,"
40,4,17,"Ti mꞌ ti noo gó Jesus du do däk tamaherꞌoot sahõnh hẽ sa hã. Hahỹỹ dꞌ mä ta kyyh:—Edaa däk hỹ pong jé hawät do ji tabagꞌããs doo. Ti hyb nꞌaa bë eréd nesaa doo, Pꞌop Hagä Do wë bë hꞌyy kawareem hyb nꞌaa —näng mä Jesus kyyh."
40,4,18,"Jesus atsꞌyyt do ta sii habong do panꞌaa panyyg nꞌaa hahỹỹhTi mꞌ karajꞌaa Garirej häd näng do nabyy me Jesus bawät bä mꞌ, tabahapäh mä pawóp hẽ ajyy. Simaw, Peed ramaneëënh doo, ta hỹỹj Ãn-Deréh daheeh. Tahꞌỹỹb mä resꞌaak karahi me. Tahꞌỹỹb sag né hẽ mꞌ tii."
40,4,19,"Ti mꞌ Jesus ky hadoo sa hã:—Bꞌëëp bë ana, si ỹỹ bë abooh. Tahꞌỹỹb sag nado boo da bë hỹỹ kä. Ajyy, ỹỹj sag hadoo da bë hỹỹ kä Pꞌop Hagä Do hã rahꞌyy kaꞌeeh hyb nꞌaa —näng mä ta kyyh."
40,4,20,Ti mꞌ nayyw hẽ mꞌ raberéd hõm karahi. Ahꞌũũm kän mä ta sii.
40,4,21,"Ti bahä̃nh mä Jesus bahapäh ajyy Tsijaag, Jowãw daheeh, Sebedew häd näng do taah. Marakate gó mꞌ rabatꞌoonh, sa yb mä sa hata. Karahi mꞌ renäm. Ti mꞌ Jesus batsꞌyyt ta sii rabahõm hyb nꞌaa."
40,4,22,"Ti mꞌ nayyw hẽ mꞌ ragatsëg nꞌyyh pong hẽnh. Ti mꞌ raberéd hõm sa yb, marakate. Ti mꞌ Jesus sii rabahõm kän mäh."
40,4,23,"Ti mꞌ jé padꞌyyt hẽ Garirej häj nꞌaa bä, tób Pꞌop Hagä Do panyyg rayd naherot do yt hã, Jesus ma metëëk mäh, tamaherꞌoot mä sa hã Pꞌop Hagä Do ji tabagꞌããs do ky nꞌaa hanäm doo. Jé padꞌyyt hẽ mꞌ tabaheso hõm sahõnh hẽ sa nahëëh. Tabaheso hõm na-ããj hẽ hꞌyyb nahejooj padëëk do nahëë hajꞌaa."
40,4,24,"Ti hyb nꞌaa, Sirija häd näng do häj nꞌaa bä na-ããj hẽ raky nꞌaa napäh mä Jesus mo hajꞌaa hã. Ti hyb nꞌaa ramena kän ta wë nahëë enäh doo. Hajõng mä ramenaa do sa nahëëh. Takꞌëp datés do hahoop do ta wób, karapꞌaar hꞌyyb nesaa do pahadëëk do ta wób, mera do kajꞌuun do ta wób, nabong do ta wób. Ta ti sahõnh hẽ sa nahëë Jesus hahëën hõm mäh."
40,4,25,"Hajõk mä Jesus jawén hahꞌũũm. Ta sꞌee hẽnh naa mꞌ hena ta jawén hahꞌũũm doo. Garirej häj nꞌaa bä naa mꞌ ta wób, Dekaporis häd näng do häj nꞌaa hẽnh naa ta wób, Jerusarẽnh bä naa mꞌ ta wób, Judah häj nꞌaa bä naa mꞌ ta wób, hëëj Joradãn häd näng do tamyyj däk hẽnh naa mꞌ ta wób kä."
40,5,1,
40,5,3,"—Pꞌop Hagä Do ky nꞌaa edëng sa hã hẽ daab naꞌyyp doo, sa hꞌyyb gó jããm hẽ Pꞌop Hagä Do hã daab ꞌyyp doo. Rawén ky nꞌaa kedëng, hỹ pong jé hawät do bagꞌããs do karapee rabahadoo do hyb nꞌaa."
40,5,4,"—Ky nꞌaa kedëng da jé haꞌoot do hahꞌoop doo, Pꞌop Hagä Do hꞌyyb enꞌyym do hyb nꞌaa da sa hã."
40,5,5,"—Pꞌop Hagä Do ky nꞌaa edëng kaja hẽ sa hꞌyyb mahũũm doo, sa hejój hã hꞌyy kanaꞌeeh doo. Rawén ky nꞌaa kedëng, hëëj papuujTawꞌããts hẽ ji nerꞌoot . Pꞌop Hagä Do ky nꞌaa enooh do danäh rabahadoo do hyb nꞌaa da."
40,5,6,—Pꞌop Hagä Do ky nꞌaa edëng takarẽn doo da ji bawät do hã takꞌëp hꞌyyb padꞌëëk doo. Rahꞌyyb pahadëëk do kanꞌoo däk da sa hã.
40,5,7,—Pꞌop Hagä Do ky nꞌaa edëng ta wób tꞌyyd mehĩĩn doo. Pꞌop Hagä Do tꞌyyd mehĩĩn da sa hã kä.
40,5,8,"—Pꞌop Hagä Do ky nꞌaa edëng baad hedoo do hadꞌyyt hẽ hꞌyyb enäh doo. Ky nꞌaa kedëng da tii, rahapäh do hyb nꞌaa da Pꞌop Hagä Doo sa matym me."
40,5,9,—Pꞌop Hagä Do ky nꞌaa edëng hꞌyyb nyyw gó habok do du nꞌaa doo. Ta ti hedoo doo ramaneëënh da Pꞌop Hagä Do taah.
40,5,10,
40,5,11,"—Ky nꞌaa kedëng bëëh, hëp ỹ nꞌaa bë raky nꞌaa rejã bä, bë rarahejã bä, daap hẽ nesaa do bë ky nꞌaa ranꞌoo bä. Baad hadꞌop do Pꞌop Hagä Do anoo da bë hã ta säm hỹ pong jé. Ti hyb nꞌaa da bë hꞌyy gadejah, bë tsebee da, tii dꞌ bë hã radoo bä né paawä! Tii dꞌ né paa sa wahë makũ rabadꞌoo Pꞌop Hagä Do ky nꞌaa rod sa hã, rarahejãã né paa sa hã —näng mä Jesus."
40,5,13,"Jukiir ky nꞌaa gó, ta bag ky nꞌaa gó Jesus ma metëëk do panyyg nꞌaa hahỹỹhTi mꞌ Jesus ky hadoo:—Jukiir hadoo bëëh, badäk hahỹỹ hã habong do sa mahang.Jukiir me ji ty gewuuk ta dab takanarejãã hyb nꞌaa. Jukiir hadoo Pꞌop Hagä Do hã hꞌyy kaꞌeeh do badäk hahỹỹ hã habong do sa mahang. Pꞌop Hagä Do hã hꞌyy kaꞌeeh do sa hyb nꞌaa nesaa do takꞌëp tawén kanahꞌũũm badäk hahỹỹ bä. Jukiir nadahꞌëëd wäd bä, dooh ji haja bä ji anꞌoo bä pꞌaa hẽnh tadahꞌëëd däg bä. Tanadahꞌëëd wäd bä, dooh hyb nꞌaa ji karẽn wät péh. Ji awꞌoong hõm tii. Jé tabës pé tsabꞌeep daJukiir nadahꞌëëd wät do hadoo ta hã hꞌyy kaꞌeeh do baad naboo bong doo. Baad ji nawäd wäd bä, baad nadoo do ji metëëh tii bä ta wób sa hã. Jukiir nadahꞌëëd wät do hadoo, ji awꞌoong hõm do hado däk ji tii bä. —näng mäh."
40,5,14,"—Badäk hahỹỹ hã habong do sa bag hadoo bëëh. Dooh ji haja bä ji jejën bä panang waëë jó badäk doo. Dooh ta bag ji gataa so bä ji waa hood yt hã ji dasooh hyb nꞌaa. Dooh. Ta bag ji dasooh ta tyng jó, sahõnh hẽ tób yt hã hajꞌeenh do rabag enä hyb nꞌaa. Ti hadoo ẽnh bë hã. Bë metäh, rabahapäh hyb nꞌaa, baad hedoo do bë babok doo, baad hadoo do bë moo bok doo, bë Yb hỹ pong jé hawät do hã rajꞌaa etsë hyb nꞌaa kä bë hã rahapäh do hyb nꞌaa —näng mä Jesus."
